Date,Value,,,,,,
1422324000,-4875.631785,,,,,,
1422327600,-4861.179416,,,,,,
1422331200,-4791.0868,,,,,,
1422334800,-4745.301378,,,,,,
1422338400,-4575.119914,,,,,,
1422342000,-4408.259587,,,,,,
1422345600,-4293.306837,,,,,,
1422349200,-4269.943955,,,,,,
1422352800,-4804.726653,,,,,,
1422356400,-4296.288096,,,,,,
1422360000,-4386.856624,,,,,,
1422363600,-4473.962838,,,,,,
1422367200,-4611.274783,,,,,,
1422370800,-4707.39852,,,,,,
1422374400,-4665.145134,,,,,,
1422378000,-4683.610411,,,,,,
1422381600,-4628.275735,,,,,,
1422385200,-4559.910443,,,,,,
1422388800,-4504.105308,,,,,,
1422392400,-4561.438076,,,,,,
1422396000,-4609.387449,,,,,,
1422399600,-4712.835723,,,,,,
1422403200,-4823.380172,,,,,,
1422406800,-4931.585558,,,,,,
1422410400,-4967.846353,,,,,,
1422414000,-5041.230932,,,,,,
1422417600,-4982.337759,,,,,,
1422421200,-4828.845626,,,,,,
1422424800,-4700.789341,,,,,,
1422428400,-4550.946785,,,,,,
1422432000,-4429.953098,,,,,,
1422435600,-4387.505989,,,,,,
1422439200,-4356.846975,,,,,,
1422442800,-4486.209507,,,,,,
1422446400,-4558.737219,,,,,,
1422450000,-4692.556115,,,,,,
1422453600,-4778.521633,,,,,,
1422457200,-4835.089391,,,,,,
1422460800,-4941.264751,,,,,,
1422464400,-4848.032608,,,,,,
1422468000,-4798.107295,,,,,,
1422471600,-4758.863873,,,,,,
1422475200,-4704.356393,,,,,,
1422478800,-4719.793961,,,,,,
1422482400,-4822.078886,,,,,,
1422486000,-4939.349707,,,,,,
1422489600,-5006.919107,,,,,,
1422493200,-5122.112009,,,,,,
1422496800,-5178.415649,,,,,,
1422500400,-5214.631477,,,,,,
1422504000,-5109.529813,,,,,,
1422507600,-5037.44832,,,,,,
1422511200,-4849.153015,,,,,,
1422514800,-4755.974999,,,,,,
1422518400,-4668.662871,,,,,,
1422522000,-4590.274064,,,,,,
1422525600,-4584.165874,,,,,,
1422529200,-4655.792937,,,,,,
1422532800,-4764.669546,,,,,,
1422536400,-4912.709426,,,,,,
1422540000,-4976.968942,,,,,,
1422543600,-4975.362632,,,,,,
1422547200,-5103.063876,,,,,,
1422550800,-5024.653546,,,,,,
1422554400,-4984.362986,,,,,,
1422558000,-4962.896432,,,,,,
1422561600,-4882.265668,,,,,,
1422565200,-4975.597448,,,,,,
1422568800,-4979.425141,,,,,,
1422572400,-5122.467928,,,,,,
1422576000,-5175.518832,,,,,,
1422579600,-5321.89937,,,,,,
1422583200,-5324.482867,,,,,,
1422586800,-5399.204506,,,,,,
1422590400,-5255.753721,,,,,,
1422594000,-5227.795227,,,,,,
1422597600,-5022.134654,,,,,,
1422601200,-4922.195813,,,,,,
1422604800,-4796.674473,,,,,,
1422608400,-4682.00922,,,,,,
1422612000,-4732.572607,,,,,,
1422615600,-4781.12727,,,,,,
1422619200,-4866.904634,,,,,,
1422622800,-4977.395412,,,,,,
1422626400,-5061.101418,,,,,,
1422630000,-5174.810412,,,,,,
1422633600,-5111.119663,,,,,,
1422637200,-5099.853315,,,,,,
1422640800,-5093.343364,,,,,,
1422644400,-5031.459437,,,,,,
1422648000,-4977.776456,,,,,,
1422651600,-4964.962481,,,,,,
1422655200,-5036.066904,,,,,,
1422658800,-5126.663456,,,,,,
1422662400,-5223.270442,,,,,,
1422666000,-5360.404802,,,,,,
1422669600,-5425.403452,,,,,,
1422673200,-5467.056665,,,,,,
1422676800,-5327.613994,,,,,,
1422680400,-5250.469106,,,,,,
1422684000,-5039.370641,,,,,,
1422687600,-4929.409731,,,,,,
1422691200,-4812.625725,,,,,,
1422694800,-4741.618978,,,,,,
1422698400,-4754.823707,,,,,,
1422702000,-4818.035014,,,,,,
1422705600,-4907.444877,,,,,,
1422709200,-5001.687239,,,,,,
1422712800,-5111.73406,,,,,,
1422716400,-5120.78228,,,,,,
1422720000,-5110.91235,,,,,,
1422723600,-5105.459062,,,,,,
1422727200,-5077.290855,,,,,,
1422730800,-4967.828405,,,,,,
1422734400,-4974.730024,,,,,,
1422738000,-5024.286685,,,,,,
1422741600,-5001.809832,,,,,,
1422745200,-5095.157153,,,,,,
1422748800,-5243.589134,,,,,,
1422752400,-5387.678898,,,,,,
1422756000,-5948.068253,,,,,,
1422759600,-5388.261779,,,,,,
1422763200,-5312.059591,,,,,,
1422766800,-5200.135313,,,,,,
